id,code,name,asset_type,utility_type,lifecycle_status,verification_status,zone_id,map_x,map_y,attachedMetersCount,outboundConnectionsCount,inboundConnectionsCount
0db7e23d-c35b-465c-adfc-9457891914db,ASSET-NET-V2-274b71,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
3500f95c-3828-4204-a7b8-3d787df21e41,ASSET-NET-V2-2c565f,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
b4af0ef0-ce5d-4d15-97c1-9f03cbece601,ASSET-NET-V2-7809c7,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
0e88d513-3d6f-418b-951e-e8ab85dba39e,ASSET-NET-V2-85744f,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
ffa5982f-3ffc-4db5-b446-b8e9def6b736,ASSET-NET-V2-99fdfc,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
49d792b7-5c54-4f43-8cd2-1e8bcd865ace,ASSET-NET-V2-b196b5,Tủ Phân Phối Đã Xác Minh,SWITCHBOARD,UNKNOWN,ACTIVE,VERIFIED,,,,0,0,2
c961a579-6d3b-4775-8de8-042df7ec463a,ASSET-NO-XY-176f90,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
d3acb698-7e2a-46da-9c59-06360149200c,ASSET-NO-XY-242077,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
d8c9b3c6-b594-4878-b649-d5cfa1a94960,ASSET-NO-XY-35ece4,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
5ccb13b7-9f34-4570-9d4d-32032f7edd3c,ASSET-NO-XY-859750,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
c51185fe-f924-44ee-9a35-08e734afcb61,ASSET-NO-XY-9202df,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
47a13046-9d7f-48f2-bb73-b353e1cbbb00,ASSET-NO-XY-ba8a6a,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
edce9229-51a0-4cf8-9e42-a7dcc6ddaf3f,ASSET-NO-XY-c3650e,Máy Bơm Cứu Hỏa Dự Phòng,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
17594b83-9e4f-4a86-9e9d-bf8b69f9417d,ASSET-UP-2e042b,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
6235d99d-306a-47a6-b948-04f27a53bf23,ASSET-UP-6be8f0,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
b33648d8-ebaf-4e90-b1bc-c3a74868ac67,ASSET-UP-9f4580,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
4367b561-d553-4c5f-9bbb-0cf7d72d39f6,ASSET-UP-a15c39,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
787ba297-cc9e-4adf-8af3-7e7c51e792aa,ASSET-UP-b32f5d,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
5e06e9d2-736a-4008-99c4-d4756e7f2549,ASSET-UP-c8c207,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
db71f5fa-0bdd-4b02-888d-e615a43f6cbc,ASSET-UP-c91861,Đường Dây 110kV EVN,FEEDER,UNKNOWN,ACTIVE,VERIFIED,,,,0,1,0
0cbf9ea3-c778-4a68-8a17-916d658d7417,AST-A-1490,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
8cb0685f-a2dc-43d9-bf94-ae310d201563,AST-A-1d0d,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
14f26b21-a1d3-4f33-bbfb-22158258dba6,AST-A-2a36,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
7cbefea8-7722-4bd2-ba7c-d68a0728ba44,AST-A-50fb,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
f7a63e0c-dc63-4efc-91ad-dd0cf5478072,AST-A-6017,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
8d9d4e68-c5f9-485c-be13-76e48fbce48b,AST-A-7bf2,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
f93c0d46-28eb-4e92-9078-48987ccbd540,AST-A-8516,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
1167b171-0dc9-46ab-ab16-a8588cdbb44b,AST-A-9655,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
076881e8-207d-4886-845c-1a5353bfa4a4,AST-A-abc0,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
26b1d428-e91f-4735-a737-595cab00d967,AST-A-e42b,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
339bee88-d4e4-4e39-a5a9-9f512e427951,AST-A-ef1d,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
ac12ccbb-5904-4342-81e9-b33d6a5a0b1d,AST-A-efa1,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
bbe02670-f231-4ff8-8ab7-07bbb3d9c144,AST-A-f20a,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
dc8b63e9-e0ec-4c21-a703-0c130b6333ad,AST-A-f43d,Asset A,SUBSTATION,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
d89418f8-f194-436c-a402-4112a400d92b,AST-B-1277,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
c8d377b8-3b72-4789-85eb-1dc019330e9a,AST-B-4b76,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
75221121-9919-42ea-8eab-83d8e884861e,AST-B-50af,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
73896bca-f123-4145-bbea-841076ac410c,AST-B-51e7,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
b5e295bd-0274-4756-9f24-9c65b6314506,AST-B-56e4,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
f35ffa6e-c30f-4ac0-99e8-b7191c2988bd,AST-B-59b3,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
b7bcd8fb-6fcb-4237-b7de-88b15eac521e,AST-B-6eb8,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
cc6f1063-4e5a-4de3-991e-2ece7bdf8430,AST-B-7217,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
93997642-0bf4-40b6-94cf-bf6907a59296,AST-B-7ad1,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
13023444-212c-4038-8f77-5e69d6c335bb,AST-B-a740,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
9085490d-f8ac-42e2-a004-4eb4f13d0052,AST-B-d07b,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
5961d1c2-912d-4200-a372-f16d48bdee41,AST-B-d778,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
85ee4345-71fe-453b-bf5f-6742ce8bf258,AST-B-dee3,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
c61f4443-0f3e-42fe-bfbd-b595332e6258,AST-B-e0ee,Asset B,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
7597aa69-6080-41ec-a262-775afa43cb57,AST-C-03d3,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
a2c295b9-fc08-4062-82e2-9a5c3602fad0,AST-C-10e2,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
e66eca38-4fa2-4bde-aee5-91ef2b77d73f,AST-C-2579,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
5b7c75ef-6589-4bfe-8a22-28f0be10b973,AST-C-2c19,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
e447db4c-9e65-45e4-9d87-089654361a02,AST-C-3166,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
ff682e96-fe2a-40f0-8771-c4a966e759b0,AST-C-34b3,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
0ed4dd59-a0b5-41cc-8ac8-6e83e20c9926,AST-C-3a5f,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
207462f0-4176-400a-8a7a-56385b02cd6d,AST-C-5b87,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
764ac602-74d8-44d9-817b-9fb3f5046b6b,AST-C-8c21,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
ff8559f3-28ec-4b33-a952-29b7dd36e5eb,AST-C-8f37,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
7cfc214d-1d52-4fc7-abf5-1274f6ae293b,AST-C-9bac,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
5fe654b1-c46e-41b7-bbef-b9d033347580,AST-C-ada8,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
8a7ae7d5-9afa-42bc-a059-2926f126b7ad,AST-C-d070,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
de3e9d10-b26f-4d92-b124-e1d45b2f13c9,AST-C-efc2,Asset C,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
68d4352e-dc8f-4b04-8bb6-f27c34b8501b,AST-CAND-001,Berth 1 North Station Infrastructure,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
4503b3d3-9c33-41e7-b0c2-4aa035f74753,AST-CAND-002,Berth 2 Auxiliary Barge Wharf,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
4c88119e-8d53-4244-ade6-3db797bdac1e,AST-CAND-003,Rubber-Tired Gantry Crane RTG-01,RTG,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
f1f092c8-78f8-4f67-9baf-6d77757fe7d9,AST-CAND-004,Rubber-Tired Gantry Crane RTG-02,RTG,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
4910d7b2-50c3-4947-ad0a-30ba7afb1068,AST-CAND-005,Warehouse Main Distribution Board MDB-01,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
1966a624-d24c-4772-b81b-57cd860f38ec,AST-CAND-006,Fire Suppression Pump System,PUMP,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
1e741c9f-10a5-4f6d-8b03-d68b7d338fd3,AST-CAND-007,Main Gate Barrier Station 1,MACHINE,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
ee281f2a-087a-4f9a-8673-ec2afa1b70f3,AST-CAND-008,Gate Operations Auxiliary Office,OFFICE,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
aafa5530-ca39-4fae-94a1-a6618e582aed,AST-CAND-009,Substation 1 Medium Voltage Feeder,FEEDER,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
9b0d6e40-622f-4877-a12d-348db902ac4a,AST-CAND-010,Substation 2 Load Transformer 2,TRANSFORMER,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
da234260-ddd2-4efc-9062-2fa29deacffa,AST-CAND-011,Mechanical Workshop Machinery Feeder Panel,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
9d6ed2f0-0e32-46d2-ae69-6c8e4cc86efb,AST-CAND-012,Maintenance Workshop Compressed Air System,COMPRESSOR,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
bc10f293-65a3-47ad-b495-f5d174ceabdc,AST-CHL-0f4c,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
be12a4e2-4638-401e-8a13-ac25edcb3d6c,AST-CHL-1344,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
b408421d-f0dc-4a77-adc5-9db02e1cdd6a,AST-CHL-17c3,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
6b02b25a-5046-41e6-a0c3-57d06257a8bd,AST-CHL-1bc7,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
b4a698fb-f821-44ec-bb15-9d10f58ae433,AST-CHL-86db,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
a8d3b86c-fe1e-4bbc-8e36-26c504c9edbb,AST-CHL-89d0,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
684f0b9e-767e-49ad-84ab-d1dc2efedcbc,AST-CHL-a688,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
ae8c931f-ad80-4fbf-bc20-3dcbb2e6eef7,AST-CHL-ba39,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
2cd17a33-da58-48d5-a721-93d712bf7ff9,AST-CHL-c234,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
979d0794-45f3-4acd-964d-131ce1812935,AST-CHL-c665,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
22aa2b5b-0ac3-4eda-ac17-14a57ad87c55,AST-CHL-d510,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
728ad088-14c2-4916-aaa1-44f8f5f2142e,AST-CHL-e9b9,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
460073f6-69e6-4586-b9d1-467a6590bff0,AST-CHL-fc4e,Child Asset,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
53db7aa3-3687-4851-b383-2cd434d0701c,AST-EXTRA-1cf7,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
c82c0c37-c412-4a8f-8397-69d401a7313b,AST-EXTRA-22ce,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
ce38818b-7626-4fa7-b0fd-b9db11a5629b,AST-EXTRA-30b0,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
82d698f0-8eca-48ae-b879-a25186f57c25,AST-EXTRA-5f18,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
574bd89b-fe11-4c32-bb4b-c07066c2e3dc,AST-EXTRA-6010,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
3c807c79-1899-4a9d-b6dc-22a71bf5d8a9,AST-EXTRA-65b2,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
8c0edb58-af91-4eef-af20-efe66ac023bf,AST-EXTRA-67c8,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
219ff4de-848d-407f-b9a3-7bbb6d93de09,AST-EXTRA-6c5b,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
4876fe64-ff5e-4d8a-a8dc-93cc25953b6e,AST-EXTRA-79a5,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
9886d22f-f591-4950-b8bc-31db2a958dbf,AST-EXTRA-887c,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
cc7b68e1-e8dd-4064-bccd-69b64d7dc28f,AST-EXTRA-998f,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
ee1dfbe0-e43c-41fa-8d56-59a2a7e11b3c,AST-EXTRA-d4cc,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
7e22e73a-997f-4498-995f-61ddcf62c78b,AST-EXTRA-fb60,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
294332c4-5c38-434d-af05-1fe71dc46203,AST-EXTRA-ff98,Extra Asset,OTHER,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,1
2f19b44b-a25a-4362-8960-e923ca3bd691,AST-FOR-RET-4587,Asset For Retired Meter,MACHINE,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
fbe56578-5afe-4866-be60-43498a2fb033,AST-FOR-RET-4e29,Asset For Retired Meter,MACHINE,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
d6387b8a-4688-4dfe-80e8-c29f7be04fd9,AST-FOR-RET-aece,Asset For Retired Meter,MACHINE,UNKNOWN,ACTIVE,UNVERIFIED,,,,0,0,0
02f1b2a8-87d9-4494-84ba-b025031de3ba,AST-NEW-SW-0fce,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
10953a2b-356a-4873-89f8-e9b16c2f8fb4,AST-NEW-SW-11a5,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
7f7fca64-4c56-4023-b16e-2b4f31bc857f,AST-NEW-SW-2221,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
1f770755-59db-40b9-8b64-a5c278c2f08c,AST-NEW-SW-2f17,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
ffe8f982-1eff-42f4-8925-3bf3fe28f3a6,AST-NEW-SW-4d8d,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
955f3190-d361-4e71-b53b-30078b11f13a,AST-NEW-SW-530d,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
a624a584-1415-4944-b566-ea0d3b027a37,AST-NEW-SW-53d8,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
3e3f3595-fc87-443f-b183-5a8835ec0775,AST-NEW-SW-561c,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
046a5063-c10f-40a6-9354-07b9e8a375da,AST-NEW-SW-6bd1,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
3ce8f2a0-0fb4-4ceb-bfe1-9ad8e289cfa6,AST-NEW-SW-7c08,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
8553fe64-afca-406d-a5fc-8d84b447a26e,AST-NEW-SW-918c,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
d822d592-9e1a-4903-93e5-0bc770b90618,AST-NEW-SW-9979,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
03cd65bd-ab49-42fc-82af-4ae3d30fce6a,AST-NEW-SW-e54e,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
a0fcd95a-05c3-4671-98f3-5a2a2d7638fd,AST-NEW-SW-ef99,Tủ Mới,SWITCHBOARD,UNKNOWN,ACTIVE,UNVERIFIED,,,,1,0,0
36373545-a59d-45c4-b3b5-a639333a94c9,AST-PAR-18ee,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
06335fb6-81cb-4717-82be-ef2e0f4607e8,AST-PAR-259e,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
d7a476ef-56d8-43db-88ba-6ddda9bdaf11,AST-PAR-327c,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
93d6c51d-e42c-48fc-887c-2bc7199bde8e,AST-PAR-388a,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
bd4fda0f-5a92-4c54-bf2b-4684ae7a459a,AST-PAR-5ce9,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
0765334e-a82e-4f88-b13e-8fe70a3b488e,AST-PAR-6541,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
0c1b992f-2e75-4131-9fad-e792fc2dce0d,AST-PAR-66a9,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
d8b07849-6b36-4993-a7ee-3106d668ae96,AST-PAR-73a4,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
d0bc0bdf-f653-4f7e-996b-67cba682b192,AST-PAR-770e,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
b785ec9e-d37e-4258-ac53-ad63272dae8a,AST-PAR-b21f,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
2649255f-0e40-490f-a43a-6102fa6459be,AST-PAR-bec8,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
8bf2c57f-5af0-4c56-824a-c7250939e6fa,AST-PAR-dbb6,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
376a04d8-ffd2-4f52-aa9a-14149a21679a,AST-PAR-f162,Parent Asset,WAREHOUSE,UNKNOWN,RETIRED,UNVERIFIED,,,,0,0,0
